Affy drosophila 2	FlyBaseName gene
1636515_at	CG14354
1640981_at	Mst57Dc
1628649_at	Mst57Db
1637325_at	Mst57Da
1623629_at	alpha4GT2
1629116_at	CG14545
1641692_at	CG5886
1637363_at	CG5890
1631105_at	Tsp96F
1629968_s_at	CG17370
1625898_s_at	Lnk
1628424_at	CG5913
1637030_at	CG5948
1623752_at	CG5959
1623752_at	CG31091
1626201_at	CG31091
1623775_at	CG31089
1628100_at	CG42235
1640639_at	CG42235
1627633_at	CG42235
1638858_at	CG42235
1630249_at	CG42235
1628811_at	CG14546
1639871_at	CcapR
1625101_at	CcapR
1638925_at	CG34024
1631210_at	CG14540
1628369_at	boss
1633522_at	CG42261
1628070_at	CG42261
1625048_at	Nf1
1628651_a_at	Nf1
1634083_at	Nf1
1634011_at	HLHmdelta
1626048_at	HLHmgamma
1639900_at	HLHmbeta
1629601_at	malpha
1639394_at	m1
1637012_at	m2
1623497_at	HLHm3
1628334_at	m4
1639741_at	HLHm5
1623734_at	m6
1625493_at	HLHm7
1629966_at	E(spl)
1636141_s_at	gro
1624684_at	exo84
1623625_at	CG14542
1636539_at	Sld5
1636048_at	Sld5
1636539_at	Dak1
1636048_at	Dak1
1638970_at	CG14543
1624071_at	CG14550
1624071_at	CG42498
1641721_a_at	RpL34a
1634023_at	CG14544
1638911_at	CG14551
1630618_at	dys
1635235_at	dys
1636552_at	dys
1631394_at	CG31324
1639434_at	CG14556
1628357_at	CG6142
1637350_at	CG31323
1635371_at	CG31323
1637350_at	CG31086
1633222_at	CG6073
1637277_at	CG34130
	CG34129
1629035_at	CG12290
1631993_s_at	Ald
1633473_s_at	Ald
1629191_s_at	CG6154
1634597_a_at	CG33970
1627672_at	CG33970
1640124_at	CG6036
1641656_at	CG14239
1639572_at	CG14239
1623273_at	CG5432
1632984_s_at	CG6503
1632984_s_at	CG34291
1627438_at	CG31084
1636493_at	dei
1636223_at	Hex-t1
1631442_at	Hex-t2
1624862_at	CG5447
1632332_at	CG5447
1633908_at	Pdf
1627950_at	CG14237
1624016_at	CG14238
1632675_s_at	CG5455
1638563_at	CG6490
1639402_a_at	scrib
1629115_s_at	scrib
1632164_at	scrib
1635642_at	CG31082
1633904_at	CG5467
1630473_at	TwdlM
1629588_at	TwdlP
1626765_at	TwdlB
1630098_a_at	TwdlL
1630126_at	TwdlO
1629531_at	TwdlK
	TwdlJ
1629011_at	TwdlN
1625483_at	TwdlH
1640634_at	TwdlR
1639713_at	TwdlS
1636097_at	TwdlD
1629697_a_at	beat-VII
1635716_at	beat-VII
1625049_at	Tb
1639724_at	TwdlQ
1625280_at	amon
1626997_at	CG6425
1638670_a_at	CG5484
1627700_at	CG6420
1631921_at	CG14244
1623446_a_at	CG14245
1623446_a_at	CG14246
1637999_at	CG31079
1634142_at	CG6403
1639082_at	CG14247
1624769_s_at	Tl
1639321_s_at	Tl
1632908_s_at	Lerp
1632206_at	CG5491
1628342_s_at	ball
1639087_at	His2Av
1625825_at	BM-40-SPARC
1641564_a_at	Rb97D
1636834_at	ms(3)K81
1625966_at	CG5500
1627585_a_at	ro
1636245_at	T48
1624555_at	Ets97D
1623503_at	sda
1632878_at	CG14252
1637320_at	CG18472
1640363_a_at	CG6330
1625640_a_at	Tsp97E
1625010_a_at	Gr97a
1623121_at	CG5521
1625563_s_at	CG14253
1636764_at	CG31075
1632372_at	CG31076
1624762_at	TwdlC
1627982_at	CG31077
1632215_at	CG6296
1635868_at	CG6295
1629308_at	CG17192
1634323_at	CG17191
1636343_at	CG6283
1623027_s_at	CG6277
1623027_s_at	CG6271
1635045_at	CG6271
1623309_at	NepYr
1637562_at	TwdlT
1625893_a_at	Nep5
1636457_at	CG34292
1641068_a_at	spz
1634392_at	CG14257
1630171_at	Cpr97Ea
1639351_at	Cpr97Eb
1629727_at	CG14258
1625604_at	CG14259
1627746_at	eater
1628173_at	CG17189
1637067_at	CG6074
1633778_at	gb
1641188_a_at	CG5815
1637260_at	CG6066
1639092_at	CG5880
1630631_at	CG5882
1635080_at	CG6059
	CG6051
1641118_at	Mdh
1641496_a_at	grass
1640983_at	CG5909
1628366_at	CG31065
	CG34293
1630151_at	spn-D
1634766_at	Ser
1634803_at	CG34006
1637733_at	CG31063
1641182_at	CG31064
1630434_a_at	CG31064
1635286_at	CG31068
1628372_a_at	DNApol-alpha73
1634108_at	CG17991
1625291_s_at	CG18766
1629680_at	CG5984
1636489_at	CG5987
1624570_a_at	TfIIA-L
1638252_at	pll
1624714_at	woc
1628852_at	CG14262
1636421_at	CG14260
1637599_at	l(3)mbt
1627452_a_at	l(3)mbt
1636067_at	CG5934
1633997_s_at	CG5938
1636067_at	CG5938
1634660_at	mrt
1624996_at	CG3368
1628490_at	bigmax
1635740_at	Hmu
1625026_at	CG3348
1629817_at	CG3339
1628383_at	CG3330
1638961_at	CG14264
1631824_at	CG6599
1631709_at	CG13980
1623547_at	side
1630122_at	CG13978
1633947_at	Cyp6a18
1637732_at	Gr98a
1641645_at	CG5402
1635516_at	CG13972
1625192_at	CG12885
1625372_at	Gr98b
1632610_at	Gr98c
1628480_at	Gr98d
1633039_at	Klp98A
1634306_at	Klp98A
1633039_at	CG5646
1626385_s_at	wdb
1629187_s_at	wdb
1639984_at	raps
1630064_at	CG5639
1630639_at	dsd
1638193_at	CG5612
1639822_at	Tusp
1622989_at	CG5611
1629644_s_at	Mtl
1634487_at	CG34294
1634487_at	tau
1629742_at	CG31058
1637941_at	RpS10a
1626446_a_at	Mlc1
1624411_at	CG18437
1628432_at	CG5590
1635219_at	CG12883
1627898_at	Sce
1634177_a_at	CG31055
1627721_at	CG12880
1639448_at	CG12879
1638392_at	Acp98AB
1633505_at	ALiX
1637956_s_at	btz
1625652_s_at	CG12428
1628011_a_at	CG12877
1625695_at	Ets98B
1639382_at	CG34353
1637242_at	CG34353
1625508_at	CG34353
1626062_at	CG34353
1640840_at	CG34353
1635599_at	Or98a
1630265_at	CG12426
1624438_at	CG5017
1631191_at	CG5003
1628169_at	mRpS22
1628445_at	CG33213
1625720_at	CG12259
1626659_at	CG4980
1627988_at	RpL4
1632146_a_at	CG5508
1627988_at	CG5508
1634755_at	CG31053
1631009_at	Mes-4
1624644_a_at	CG5514
1630124_at	CG5514
1632963_at	CG4963
1636528_at	Gp93
1631151_at	CG4951
1627837_at	CG5527
1627023_at	CG4884
1627023_at	CG42487
1633270_at	CG42487
1631239_s_at	CG31253
1638331_s_at	CG31054
1631239_s_at	CG31131
1624364_at	CG4849
1638331_s_at	CG4849
1625885_at	betaTub97EF
1630180_at	CG4815
1638820_at	CG34362
1630849_at	CG34362
1630576_at	CG34362
1636439_at	CG34354
1632388_at	CG34354
1629190_at	CG34354
1631851_at	CG34354
	CG34436
1626896_at	CG34437
1633199_at	Mst98Ca
1631436_at	Mst98Cb
1638403_at	CG17856
1625674_at	CG12516
1636301_s_at	larp
1633759_s_at	larp
1637315_at	CG14065
1635153_at	Gfat2
1632272_a_at	Moca-cyp
1640437_at	Or98b
1641248_at	beat-VI
1625237_at	CG1894
1640442_at	Dhc98D
1624900_at	CG31051
1635210_a_at	Ppn
1637614_s_at	CG12413
1635832_at	CG12413
1630305_at	fkh
1640673_at	Noa36
1638912_s_at	Hrb98DE
1640169_s_at	Hrb98DE
1627415_at	CG9986
1625581_at	CG10011
1638584_at	CG9988
1631903_at	CG14062
1630388_at	CG31050
1630555_at	CG33346
1634674_at	CG9989
1630784_a_at	CG9990
1641422_at	htt
1634874_at	AR-2
1638273_at	CG10000
1634224_at	CG9997
1636019_at	CG14061
1630061_at	CG34295
1639563_at	CG12558
1637842_at	CG14531
1635761_at	wdn
1635187_s_at	CG1646
	CG1646
1631466_at	CG1523
1636419_at	CG1647
1641653_at	WASp
1625470_s_at	WASp
1628548_at	Apc
1627763_at	CG31048
1628363_at	inx3
1635644_at	CG33203
1635455_at	CG14529
1639530_at	CG14528
1641192_at	CG14523
1624413_at	CG14527
1628258_at	CG14526
	Doa
1640892_a_at	Doa
1633107_at	Doa
1623676_at	Doa
1633604_at	CG11828
1629994_at	CG14521
1624026_at	CG14521
1625647_at	CG14519
1629346_at	CG1443
1629773_at	CG14518
1633137_at	eIF4E-6
1639963_at	CG1951
1626047_at	Ssl2
1637032_at	beta4GalNAcTB
1622930_a_at	CG1957
1624639_at	Slu7
1631059_at	Pkc98E
1631093_at	CG11837
1625828_at	CG11841
1641534_at	CG11842
1637086_at	CG11843
1634078_at	Sirt7
1638998_at	cul-5
1628890_at	CG11873
1626972_at	CG11874
1636677_s_at	CG11876
1639252_s_at	CG11876
1631515_at	CG11877
1634784_at	yemalpha
1629017_s_at	yemalpha
1628536_s_at	CG11880
1629901_at	dgt6
1632395_s_at	Vha100-1
1638031_at	CG14512
1634302_s_at	CG14516
1623915_at	CG14511
1626082_at	CG11882
1627227_at	Pglym78
1630208_at	ligatin
1629406_at	Slbp
1638876_at	Rpn2
1632676_s_at	CG11897
1628954_at	CG11898
1637894_at	CG14509
1625472_at	CG14515
1625613_at	CG11899
1633159_at	CG11900
1624296_at	CG14508
1627274_at	CG31044
1638607_s_at	Ef1gamma
1640849_at	CG1458
1629384_at	Brd8
	CG14507
1633233_a_at	CG15817
1639907_at	CG11951
1626402_at	CG31427
1633991_at	CG31445
1639232_s_at	SP1029
1635478_at	stg
1633174_at	stg
1632930_at	CG14506
	Cnx99A
1627261_s_at	Cnx99A
1637204_at	Ptp99A
1632003_a_at	Ptp99A
1624710_at	Ptp99A
1630017_at	Ptp99A
1628770_at	Ptp99A
1624126_at	CG2321
1633315_at	CG2006
1632479_at	Spase12
1632556_s_at	CG2310
1638812_at	CG11501
1623151_a_at	CG2010
1639025_at	Trc8
1632303_a_at	Trc8
1633748_at	CG2014
1641137_at	Dr
1631369_at	CG7567
1635791_at	CG11470
1624805_at	CG31041
1626162_s_at	alph
1631146_at	alph
1623708_at	alph
1627130_at	CG7568
1630575_at	CG1907
1635495_a_at	DopR2
1639887_s_at	DopR2
1624903_at	ppk21
1641001_at	ppk20
1637058_at	CG18110
1633305_at	Obp99a
1624548_at	ppk19
1637317_at	Bub3
1625447_at	CAP-D2
1633427_at	CG7582
1641618_at	Gycalpha99B
1625122_at	Obp99c
1627471_at	dmrt99B
1623332_at	Obp99d
1639365_at	Dup99B
1623675_at	Obp99b
1629822_a_at	CG15506
1627683_at	CG34296
1630167_at	Pcd
1639034_at	CG7593
1630112_at	CG18731
1625663_at	Kul
1639727_at	CG7601
1640024_at	CG7598
1637778_a_at	CG1969
1636543_a_at	CG1969
1640643_a_at	CG7609
1626880_at	CG1972
1632838_at	ATPsyn-gamma
1627018_s_at	ATPsyn-gamma
1623549_at	CG1973
1640886_a_at	kay
1636185_at	kay
1634401_at	fig
1627946_at	CG12068
1632136_at	CG7837
1634668_at	Ice
1641659_s_at	CG7834
1630912_at	CG7789
1637264_at	ncd
1629766_at	ca
1633455_at	Vps16B
1632209_at	CG7829
1641539_a_at	CG7829
1638610_at	CG7802
1633643_a_at	CG31033
	CG31033
1636016_at	CG15510
1630399_at	Cad99C
1627141_at	dgt1
1630214_a_at	CG7824
1640700_at	CG15514
1626931_a_at	RpS8
1630858_s_at	CG7816
1638836_at	CG34133
1641708_at	CG34133
1632360_s_at	CG31038
1625178_at	CG31038
1629079_at	CG15517
1635140_at	CG15515
1633971_at	CG31036
1629136_at	capa
1622920_at	trp
	Jon99Ciii
	Jon99Cii
1624092_at	Jon99Ci
1638588_at	CG15522
1628126_at	CG31202
1631831_at	Cog7
1625147_at	CG7866
1639421_at	eIF2B-alpha
1633846_at	CG15523
1623899_at	Takr99D
1639317_at	CG7896
1640265_a_at	Acph-1
1624302_at	CG7903
1634385_at	sas-6
1631208_at	CG15525
1641491_at	CG15525
1641491_at	CG7911
1631208_at	CG7911
1628869_s_at	CG11504
	CG34298
1639144_a_at	Tace
1635608_at	Nlp
1636979_at	CG7912
1625435_at	CG7920
1628339_a_at	CG7920
1635589_at	CG7920
1625435_at	Mgat2
1628339_a_at	Mgat2
1622966_at	Mgat2
1633061_at	Mgat2
1622966_at	RpS28a
1632134_s_at	Axn
1623794_at	CG7928
1639413_at	ocn
1624286_at	janB
1623271_a_at	janA
1631325_at	Sry-beta
1632798_at	Sry-alpha
1629270_at	Sry-delta
1625337_s_at	RpL32
1631054_s_at	CG7943
1638101_at	CG15528
1630992_at	CG7946
1640738_a_at	spn-A
1626519_at	CG15526
1626519_at	CG7950
1629388_s_at	CG7950
1629388_s_at	CG34317
1629388_s_at	sima
1641206_at	sima
1638891_at	CG31031
1623800_at	CG18682
1639869_a_at	CG31025
1636890_at	CG31025
1636890_at	CG31029
1637816_s_at	Tpi
1638877_at	AdoR
1633245_at	CG15529
1631011_at	CG11498
1625272_at	CG31030
1629991_a_at	CG31028
1625071_a_at	Mlc2
1638630_at	CG1983
1639218_s_at	CG15530
1624380_at	CG15530
1624380_at	CG1359
1632106_at	CG9747
1638528_at	CG15531
1629395_at	CG9743
1638615_s_at	RpS7
1627181_at	RpS7
1630940_at	Anp
	CecA1
	CecA2
1626530_at	CecB
1632719_at	CecC
1624316_at	CG9737
1640085_at	CG9733
	CG34299
1633631_at	CG9682
1627895_at	CG18404
1629307_s_at	hdc
1635122_at	CG34300
1633034_s_at	Fer1HCH
1636186_s_at	Fer2LCH
1636293_at	CG2217
1624213_at	CG15535
1628621_at	mRpS18C
1639265_at	CG15536
1639265_at	CG2218
1632484_at	CG2218
1632120_at	CG15533
1629367_at	CG15534
1637593_at	CG15537
1633969_at	Osi23
1641111_s_at	aralar1
1640960_at	CG2224
1639396_s_at	CDase
1628705_at	PH4alphaEFB
1637254_at	spdo
	Jon99Fii
1626394_at	Jon99Fi
1640893_a_at	PH4alphaSG2
1626394_at	PH4alphaSG2
1640004_at	PH4alphaMP
1632064_at	PH4alphaNE1
1635243_at	CG31371
1631977_at	PH4alphaSG1
1628592_at	CG15539
1634008_at	CG34041
1628408_at	CG34041
1624902_at	PH4alphaNE2
1635953_at	CG31524
1639863_at	CG9698
1626174_a_at	jdp
1623514_a_at	jdp
1629360_at	jdp
1626016_s_at	tmod
	CG34155
1634174_at	CG9702
1634343_at	CG2241
1626124_at	CG9717
1629239_s_at	CG2246
1629729_at	CG31019
1632982_at	CG31021
1637713_at	PH4alphaNE3
1641661_at	CG31016
1630896_at	CG2267
1636197_at	CG31013
1627284_at	PH4alphaPV
	CG34432
	CG34433
1629926_at	CG1342
1635054_at	CG12069
1632787_a_at	Pka-C2
1630891_at	CG31010
1637664_at	CG1340
1631414_at	CG11313
1626698_at	CG15543
1627595_at	CG11314
1624409_a_at	CG11315
	zfh1
1628262_a_at	zfh1
1635182_at	wts
1640318_at	dj-1beta
1640850_at	CG31012
1633711_a_at	CG31012
1641633_at	CG15544
1635993_at	tll
1629919_at	Cpr100A
1638760_at	CG15545
1634877_at	CG15546
1624143_a_at	CG12071
1634877_at	CG12071
1630765_at	CG15547
1640070_a_at	Sap-r
1636716_at	Cyp4c3
1636529_at	CG33483
1640825_a_at	Ptx1
1639141_at	Ptx1
1623974_at	CG15549
1631753_at	CG15550
1627282_at	CG15548
1634214_a_at	Ctr1C
1632131_at	5-HT7
1628524_at	CG31008
1632662_at	CG31007
1623579_at	CG33773
1632216_at	CanA1
	CG33920
1636888_a_at	Aph-4
1638726_at	l(3)03670
1624447_s_at	dco
1623208_at	Sox100B
1636385_at	CG11317
1638862_at	CG15553
1632566_at	CG11318
1636270_at	Prosalpha3T
1634286_at	CG15554
1626577_at	CG15556
1635419_at	Gycbeta100B
1628572_s_at	stops
1625278_s_at	CG31004
1626655_at	bnk
1641199_a_at	CG1544
1636344_at	chp
1625024_at	zwilch
1638007_at	CG1542
1639447_at	CG15561
1629342_s_at	CG1746
1637162_at	CG12054
1628688_at	CG12054
1631625_at	CG15563
1627237_at	CG15564
1641558_at	CG31005
1638541_at	mRpL32
1630878_a_at	CG1750
1629151_at	spn-F
1641591_at	CG3669
1623105_at	CG18672
1637804_at	CG18673
1631988_at	CG15555
1638649_at	CG11340
1630193_at	CG34347
1624449_at	CG34347
1639623_at	CG34347
1637296_at	CG34347
1632217_at	gskt
1626581_s_at	CG1607
1634085_at	CG31204
1636165_at	CG31002
1632728_at	Gcn2
1630865_s_at	CG11337
1624042_at	Gprk2
1629212_at	lox
1624246_s_at	CG11334
1636329_at	CG11333
1624990_at	CG12063
1639776_s_at	CG1499
1625155_a_at	gammaCop
1640730_at	pygo
1632559_at	rod
1639484_at	CG1635
1627957_at	CG1638
1628758_at	CG1774
1641355_a_at	RpL6
1632248_s_at	CycG
1637202_a_at	Med
1639809_at	CG11539
1640133_at	CG1792
1637101_at	pasha
1639987_at	kek6
1641089_s_at	CG1815
1638277_at	CG11550
1625383_at	CG34046
1636673_s_at	ttk
1637917_s_at	ttk
1626788_a_at	CstF-50
1635931_at	CG11563
1630724_at	Ef1alpha100E
1624989_s_at	Ef1alpha100E
1630724_at	CG1890
1625963_at	CG1896
1637980_at	awd
1633576_s_at	CG1910
1628764_at	l(3)s1921
1633002_at	CG2196
1638154_at	CG2187
1633425_at	Smvt
1636676_at	CG2150
1634412_at	CG2135
1640897_at	sip3
1639678_at	CG2126
1639083_at	faf
1634086_a_at	faf
1640541_at	faf
1635616_a_at	CG2118
1637574_at	Acf1
1626904_at	CG42233
1624013_at	CG42233
1637389_at	CG11575
1639193_a_at	CG1971
1634197_at	CG11576
1626653_a_at	ferrochelatase
1627939_a_at	ferrochelatase
1631560_at	ferrochelatase
1630285_at	RhoGAP100F
1637478_s_at	heph
	heph
1638008_s_at	CG2003
1641471_at	CG2053
1623793_at	krz
1634912_at	mod
1637144_a_at	Map205
	CR41470
1634348_s_at	pncr002:3R
	7SLRNA
	snmRNA:331
1638554_at	snmRNA:419
	snmRNA:649
1634187_x_at	alphagamma-element:CR32865
1641289_at	CR33328
	bxd
	tre-3
	tre-2
	tre-1
	iab-4
	CR31339
	Hsromega
	RNaseMRP:RNA
	snmRNA:157
	RNaseP:RNA
1641208_s_at	pncr017:3R
	snRNA:U1:82Eb
	snRNA:U4atac:82E
	snRNA:U4atac:83A
	snRNA:U1:95Cc
	snRNA:U1:95Cb
	snRNA:U1:95Ca
1629776_a_at	snRNA:U6:96Aa
	snRNA:U6:96Ab
	snRNA:U6:96Ac
	tRNA:R:83AB
	tRNA:M2:83F
	tRNA:K5:84ABd
	tRNA:K5:84ABc
	tRNA:K5:84ABb
	tRNA:K5:84ABa
	tRNA:CR31494
	tRNA:CR31491
	tRNA:V3b:84Db
	tRNA:V3b:84Da
	tRNA:V3b:84Dc
	tRNA:V3b:84Dd
	tRNA:N5:84F
	tRNA:R2:84Fe
	tRNA:R2:84Fd
	tRNA:R2:84Fc
	tRNA:R2:84Fb
	tRNA:R2:84Fa
	tRNA:Y1:85Ae
	tRNA:Y1:85Ad
	tRNA:Y1:85Ac
	tRNA:Y1:85Ab
	tRNA:Y1:85Aa
	tRNA:R:85Ca
	tRNA:R:85Cb
	tRNA:S2b:86A
	tRNA:K5:87BC
	tRNA:CR31356
	tRNA:CR31432
	tRNA:CR31588
	tRNA:CR31331
	tRNA:S2b:88A
	tRNA:F2:89BC
	tRNA:V4:89BC
	tRNA:CR31497
1624609_at	tRNA:CR31282
	tRNA:V3b:90BC
	tRNA:P:90Ca
	tRNA:CR31570
	tRNA:P:90Cb
	tRNA:A:90C
	tRNA:CR33534
	tRNA:T:90Ca
	tRNA:T:90Cb
	tRNA:V4:90C
	tRNA:CR31569
	tRNA:CR31573
	tRNA:CR31568
	tRNA:CR31578
	tRNA:CR31579
	tRNA:CR31580
	tRNA:CR31577
	tRNA:CR31575
	tRNA:CR31576
	tRNA:CR31242
	tRNA:CR31518
	tRNA:CR31228
	tRNA:V3b:92Ba
	tRNA:V3b:92Bb
	tRNA:CR31215
	tRNA:CR31471
	tRNA:CR31506
	tRNA:CR31480
	tRNA:CR31334
	tRNA:CR31333
	tRNA:CR31165
	tRNA:CR31162
	tRNA:CR31167
	tRNA:CR31166
	tRNA:CR31143
	tRNA:CR33536
	tRNA:CR31130
	tRNA:D:96A
	tRNA:CR31382
	tRNA:CR31416
	tRNA:CR31071
	tRNA:CR31070
	tRNA:CR31383
	tRNA:CR31023
1625550_at	CR33294
1638437_at	TwdlU
1624497_at	CR31541
	tRNA:CR31485:Psi
1633007_at	alpha-Est4aPsi
1635469_at	CR18228
1632564_at	Or85e
	CR33629
1640584_at	Cyp9f3Psi
	CR34285
1631818_at	Or98P
1633741_at	CR31032
1637950_at	Cec-Psi1
1624323_at	Cec2
	snoRNA:Psi28S-3385b
	snoRNA:Psi28S-3385a
	snoRNA:Psi28S-3091b
1626449_s_at	snoRNA:Psi28S-3091a
	snoRNA:Psi28S-3571
	snoRNA:Psi28S-3186
	snoRNA:Psi28S-2442b
	snoRNA:Psi28S-2442a
1631739_at	snoRNA:Me28S-U2134b
1631739_at	snoRNA:Me28S-U2134a
1640066_at	snoRNA:MeU5-C46
1622918_at	snoRNA:Me18S-G423
	snoRNA:Me18S-G1358a
	snoRNA:Me18S-G1358b
1626693_at	snoRNA:Psi18S-1275
1629867_a_at	snoRNA:Psi18S-1275
1625248_at	snoRNA:Psi18S-1275
1634685_at	snoRNA:Me18S-C1096
1625889_at	snoRNA:Me18S-A425
1634685_at	snoRNA:Me18S-A425
	snoRNA:Psi28S-291
1630270_s_at	snoRNA:Me28S-G2017
	snoRNA:Me18S-G1189
1638105_at	snoRNA:Me18S-A1374
	snoRNA:Psi18S-301
1641614_at	snoRNA:Psi18S-1295
1641614_at	snoRNA:Psi28S-2562
	snoRNA:Me18S-C1280
	snoRNA:Me28S-U1554
1627988_at	snoRNA:Or-aca3
	snoRNA:Psi28S-3405a
	snoRNA:Psi28S-3305a
	snoRNA:Psi28S-3405b
	snoRNA:Psi28S-3405c
	snoRNA:Psi28S-3305b
	snoRNA:Psi28S-3405d
	snoRNA:Psi28S-3305c
	snoRNA:291
1626931_a_at	snoRNA:Or-CD8
	snoRNA:Me28S-A2564
	snoRNA:Psi28S-2149
	snoRNA:Psi18S-1377e
	snoRNA:Psi18S-1377d
	snoRNA:Psi18S-1377c
	snoRNA:Psi18S-1377b
1627181_at	snoRNA:Psi18S-1377a
1638615_s_at	snoRNA:Psi28S-2626
1627181_at	snoRNA:Psi28S-2626
	mir-10S
	mir-10
	mir-317
	mir-277
	mir-34
	mir-318
	mir-284
	mir-13b-1
	mir-13a
	mir-13aS
	mir-2c
	mir-iab-4-5p
	mir-iab-4-3p
	mir-11
	mir-92a
	mir-92b
	mir-279
1639681_at	CG40155
	CG41287
1628933_at	CG40153
1628350_a_at	CG40368
1638491_at	CG15831
	CG41133
1632224_at	CG40137
1634896_at	CG12798
1639463_x_at	CG12798
	CG41075
	CG41300
	CG41298
1628441_at	CG40138
	CG41250
	CG41051
	CG41249
1640993_at	CG40182
1632224_at	CG41392
	CG41281
	CG41280
	CG41572
	CG40158
	CG41286
	CG41238
1629527_a_at	CG40159
1631026_at	CG40346
1631501_at	CG41057
	CG40577
	CG41369
1638027_at	CG17429
	CG41329
1641379_a_at	CG41099
1634141_a_at	Parp
	CG41339
1638052_at	CG41128
1631878_at	CG40451
	CG41336
	CG41337
1624633_at	CG41335
	CG40910
1634293_at	Alg-2
	Alg-2
	CG41124
	CG41125
	CG41113
1623527_at	CG40122
1638601_at	spok
1634837_at	CG40124
1627751_at	CG40121
	CG41389
	CG41069
1626176_at	CG40181
	CG42402
1634707_s_at	Gfat1
1635696_s_at	Gfat1
	Gfat1
1634162_at	CG40198
1636850_at	CR41601
1629993_at	CR41056
1636917_at	CR41056
1629080_at	CR41101
1635946_at	JYalpha
1626676_at	plexB
1623432_s_at	plexB
1623144_at	ci
1638439_a_at	RpS3A
	pan
1625636_s_at	pan
1629467_at	pan
1635711_s_at	Ank
1625955_a_at	CG32000
1630078_a_at	CG32000
1625727_at	CG32006
1633712_at	CG31997
1630883_at	CG33978
1632898_at	CG33978
1636935_at	CG2219
1625172_s_at	CG2316
1629851_at	CG31998
1634217_s_at	Crk
1625972_at	CG31999
1633329_at	yellow-h
1625476_a_at	CG1674
1626694_at	CG1674
	CG1674
1624581_at	dpr7
1624803_at	RhoGAP102A
1640657_at	RhoGAP102A
1630840_at	NfI
1627821_s_at	Syt7
1625068_a_at	Rad23
1626088_at	CG2177
1636015_s_at	CG32850
1641464_s_at	CG32850
1634818_s_at	CG42314
1632285_at	CG42314
1636418_s_at	Hcf
1632570_at	CG2052
1634963_at	lgs
1637380_s_at	CaMKI
1639551_at	bip2
1627955_a_at	Asator
	Asator
1627320_at	zfh2
1636521_at	Thd1
1630450_s_at	Thd1
1637411_s_at	Pur-alpha
1630695_at	CG1970
1634035_s_at	Ephrin
1632023_s_at	CG1909
1636355_at	CG11260
1630376_at	onecut
1641458_s_at	Eph
1633723_at	mav
1633033_s_at	CG1732
1626574_at	CG9935
1625827_s_at	gw
1623023_at	Slip1
1640439_at	CG11360
1639182_at	CG11360
1637161_s_at	myoglianin
1628973_a_at	ey
1626397_at	bt
1628767_s_at	MED26
1626969_at	CG11231
1636331_at	Sox102F
1634589_at	CG11152
	CG33797
1625646_at	CG11148
1635684_a_at	unc-13
1630485_at	CG32021
1637560_at	eIF4G
1639492_at	mGluRA
1639450_s_at	CG32016
1634195_at	CG11093
1633512_at	toy
1633094_a_at	toy
1640271_s_at	plexA
1636950_at	CG11077
1628279_s_at	CG11076
1633673_a_at	ATPsyn-beta
1630984_at	ATPsyn-beta
1640534_s_at	CaMKII
	CaMKII
1627216_s_at	Zyx102EF
1637843_at	Rfabg
1627736_at	Actbeta
	sv
1636090_a_at	sv
1628842_s_at	cals
1624693_at	Arf102F
	CG11155
1634140_a_at	CG11155
1634093_at	CG32017
1629874_at	Kif3C
1626947_s_at	pho
1636112_s_at	CG33521
	CG17471
1632573_at	Mitf
	Mitf
	CG41130
1633143_s_at	Dyrk3
1631142_a_at	Caps
1628675_at	Caps
1627555_s_at	pncr013:4
	sphinx
1626676_at	CR32011
1623145_s_at	CR32011
1626676_at	CR32010
1623145_s_at	CR32010
1623432_s_at	CR32010
1626676_at	CR32009
1623145_s_at	CR32009
1623432_s_at	CR32009
1632127_at	CG40189
1637884_at	CG40378
1625379_a_at	CG40091
1639512_at	CG40091
1638531_at	CG40096
	CG41318
1635431_at	CG40092
1634049_at	CG17626
	CG41316
1638144_at	CG40267
1634368_at	CG40268
1641093_at	CG18160
1632224_at	CG41234
	CG41042
1630475_at	CG40269
	CG41041
	CG41040
1635837_at	CG40203
	CG41272
	CG41059
1631958_at	CG40204
1622961_at	CG40162
	CG41498
1640875_s_at	CG41053
1627766_at	CG40245
1638787_at	CG40207
	CG41491
	CG41251
1630809_at	CG40249
1638402_at	CG40195
1625449_at	CG40339
1638527_a_at	CG40196
	CG41327
1629813_at	CG17691
	CG17691
1637614_s_at	CG40068
1634069_at	CG41520
1636394_a_at	CG41520
	CG41328
1637991_at	CG40108
	CG41314
	CG41245
	CG41246
	CG41492
	CG41493
1633125_at	CG41496
	CG41494
	CG41495
	CG41497
	CG41490
1625877_s_at	CG41126
1636641_at	CG40275
	CG40275
	CG41360
1636590_s_at	CG12423
1626895_at	CG40313
	CG41489
	CG41500
	CG41310
	CG40376
	CG41087
	CG41229
	CG41279
1636832_a_at	CG40188
1634802_at	CG40188
1626005_at	CG40188
	CG41429
	CG17878
	CG41518
	CG40629
	CG41517
	CG41367
	CG41427
1628844_at	CG40551
	CG40849
	CG40758
	CG41522
	CG41524
	CG41521
	CG41423
	CG40801
	CG40908
	CG41373
	CG40813
	CG41526
	CG40995
	CG41527
	CG41529
	CG41297
	CG41561
1625877_s_at	CG41560
	CG41428
	CG41554
	CG40583
	CG41559
1626876_x_at	CG40119
	CG41555
	CG41558
1625877_s_at	CG41557
